ec	kcat	tier	n	n_fungal	n_any
4.1.1.8	88.0	brenda_any	15	0	15
4.1.1.82	10.13	brenda_any	8	0	8
4.1.1.83	125.0	brenda_any	5	0	5
4.1.1.84	112.8	brenda_any	4	0	4
4.1.1.85	34.0	brenda_any	26	0	26
4.1.1.86	5.972	brenda_any	4	0	4
4.1.1.9	170.42	brenda_any	17	0	17
4.1.1.90	0.702	brenda_any	40	0	40
4.1.1.91	38.5	brenda_any	22	0	22
4.1.1.94	9.85	brenda_any	4	0	4
4.1.1.96	13.784	brenda_any	5	0	5
4.1.1.97	122.0	brenda_any	1	0	1
4.1.1.99	1.636	brenda_any	5	0	5
4.1.2.10	1823.0	brenda_any	68	0	68
4.1.2.13	46.0	brenda_fungal	171	6	171
4.1.2.14	96.6	brenda_any	62	0	62
4.1.2.17	20.6	brenda_any	15	0	15
4.1.2.19	32.46	brenda_any	3	0	3
4.1.2.20	401.1	brenda_any	10	0	10
4.1.2.21	2.344	brenda_any	2	0	2
4.1.2.22	431.796	brenda_any	23	0	23
4.1.2.23	6.68	brenda_any	2	0	2
4.1.2.25	0.4196	brenda_any	25	0	25
4.1.2.26	1800.0	brenda_any	16	0	16
4.1.2.27	0.1995	brenda_any	2	0	2
4.1.2.34	13.0	brenda_any	1	0	1
4.1.2.38	60.6	brenda_any	17	0	17
4.1.2.4	68.0	brenda_any	31	0	31
4.1.2.40	21.3	brenda_any	6	0	6
4.1.2.42	51.376	brenda_any	13	0	13
4.1.2.43	129.96	brenda_any	4	0	4
4.1.2.44	20.0	brenda_any	1	0	1
4.1.2.45	0.244	brenda_any	1	0	1
4.1.2.46	57.25	brenda_any	6	0	6
4.1.2.47	83.69	brenda_any	100	0	100
4.1.2.48	43.0	brenda_fungal	54	2	54
4.1.2.49	17.94	brenda_any	43	0	43
4.1.2.51	25.95	brenda_any	4	0	4
4.1.2.52	354.48	brenda_any	19	0	19
4.1.2.53	49.3	brenda_fungal	12	1	12
4.1.2.55	28.2	brenda_any	24	0	24
4.1.2.56	0.2	brenda_any	2	0	2
4.1.2.57	47.7	brenda_any	1	0	1
4.1.2.61	3.294	brenda_any	4	0	4
4.1.2.62	22.0	brenda_any	7	0	7
4.1.2.63	3.75	brenda_any	12	0	12
4.1.2.64	21.532	brenda_any	27	0	27
4.1.2.8	5.7	brenda_any	3	0	3
4.1.2.9	369.0	brenda_any	13	0	13
4.1.3.1	17.6	brenda_fungal	31	4	31
4.1.3.16	7.72	brenda_any	15	0	15
4.1.3.17	0.0276	brenda_fungal	35	1	35
4.1.3.24	10.72	brenda_any	5	0	5
4.1.3.27	32.464	brenda_any	29	0	29
4.1.3.3	10.47	brenda_any	114	0	114
4.1.3.30	100.0	brenda_fungal	8	2	8
4.1.3.32	63.0	brenda_fungal	63	63	63
4.1.3.34	570.0	brenda_any	1	0	1
4.1.3.36	0.102	brenda_any	10	0	10
4.1.3.38	1.706	brenda_any	3	0	3
4.1.3.39	98.7	brenda_any	36	0	36
4.1.3.4	110.6381	brenda_any	4	0	4
4.1.3.40	1.52	brenda_any	10	0	10
4.1.3.43	3.9	brenda_any	83	0	83
4.1.3.45	7.175	brenda_any	8	0	8
4.1.3.46	1.7	brenda_any	1	0	1
4.1.99.1	12.7	brenda_any	39	0	39
4.1.99.11	0.326	brenda_any	2	0	2
4.1.99.12	2.2	brenda_any	1	0	1
4.1.99.16	0.0031	brenda_any	1	0	1
4.1.99.2	5.4	brenda_any	131	0	131
4.1.99.20	0.025	brenda_any	1	0	1
4.1.99.22	0.0007	brenda_any	4	0	4
4.1.99.27	226.7	brenda_fungal	3	3	3
4.1.99.28	16.148	brenda_any	4	0	4
4.1.99.3	0.2247	brenda_any	5	0	5
4.1.99.5	0.0245	brenda_any	41	0	41
4.2.1.1	2010000.0	brenda_fungal	280	12	280
4.2.1.10	189.336	brenda_any	59	0	59
4.2.1.100	259.0	brenda_any	3	0	3
4.2.1.103	2.657	brenda_any	6	0	6
4.2.1.104	48100.0	brenda_fungal	4	4	4
4.2.1.105	13.95	brenda_any	6	0	6
4.2.1.106	46.2	brenda_any	8	0	8
4.2.1.108	6.54	brenda_any	2	0	2
4.2.1.109	16.5	brenda_any	1	0	1
4.2.1.11	230.0	brenda_fungal	13	6	13
4.2.1.113	105.6	brenda_any	40	0	40
4.2.1.114	5.84	brenda_any	19	0	19
4.2.1.115	1.48	brenda_any	6	0	6
4.2.1.116	96.0	brenda_any	1	0	1
4.2.1.118	218.6	brenda_fungal	14	2	14
4.2.1.119	388.0	brenda_fungal	11	1	11
4.2.1.120	2.1	brenda_any	1	0	1
4.2.1.121	851.0	brenda_any	2	0	2
4.2.1.122	1.04	brenda_any	11	0	11
4.2.1.126	4.227	brenda_any	4	0	4
4.2.1.127	0.0961	brenda_any	8	0	8
4.2.1.129	3.844	brenda_any	13	0	13
4.2.1.130	1.43	brenda_fungal	21	5	21
4.2.1.135	0.118	brenda_any	1	0	1
4.2.1.136	0.368	brenda_any	4	0	4
4.2.1.139	47.04	brenda_any	12	0	12
4.2.1.140	9.468	brenda_any	2	0	2
4.2.1.143	2.5	brenda_fungal	2	2	2
4.2.1.148	1880.0	brenda_any	2	0	2
4.2.1.150	18.59	brenda_any	2	0	2
4.2.1.151	1.27	brenda_any	1	0	1
4.2.1.154	0.1378	brenda_any	8	0	8
4.2.1.156	2.1	brenda_any	1	0	1
4.2.1.158	6.8	brenda_any	1	0	1
4.2.1.164	0.043	brenda_any	1	0	1
4.2.1.167	82.0	brenda_any	1	0	1
4.2.1.17	1790.0	brenda_any	30	0	30
4.2.1.171	37.4	brenda_any	5	0	5
4.2.1.172	45.7	brenda_any	4	0	4
4.2.1.176	2.8	brenda_any	3	0	3
4.2.1.177	130.0	brenda_any	1	0	1
4.2.1.179	127.5	brenda_any	1	0	1
4.2.1.18	49.02	brenda_any	14	0	14
4.2.1.182	15.2	brenda_any	1	0	1
4.2.1.183	583.39	brenda_any	8	0	8
4.2.1.19	1400.0	brenda_any	1	0	1
4.2.1.2	0.098	brenda_fungal	89	13	89
4.2.1.20	9.94	brenda_any	174	0	174
4.2.1.22	21.5	brenda_fungal	97	25	97
4.2.1.24	16.1	brenda_any	1	0	1
4.2.1.28	345.5	brenda_any	26	0	26
4.2.1.3	14.1	brenda_any	21	0	21
4.2.1.30	820.0	brenda_any	12	0	12
4.2.1.36	5.46	brenda_any	13	0	13
4.2.1.39	760.0	brenda_any	1	0	1
4.2.1.40	31.4	brenda_any	33	0	33
4.2.1.41	6.232	brenda_any	7	0	7
4.2.1.42	11.36	brenda_any	8	0	8
4.2.1.43	23.3	brenda_any	31	0	31
4.2.1.45	4.13	brenda_any	3	0	3
4.2.1.46	4.9	brenda_any	56	0	56
4.2.1.47	5.96	brenda_fungal	11	2	11
4.2.1.48	30.014	brenda_any	3	0	3
4.2.1.5	7.352	brenda_any	7	0	7
4.2.1.51	820.9	brenda_fungal	27	2	27
4.2.1.53	13.702	brenda_any	13	0	13
4.2.1.68	12.48	brenda_any	3	0	3
4.2.1.69	9.8	brenda_fungal	3	3	3
4.2.1.7	1.95	brenda_any	6	0	6
4.2.1.70	0.0083	brenda_fungal	3	3	3
4.2.1.75	983.0	brenda_any	8	0	8
4.2.1.76	2288.078	brenda_any	3	0	3
4.2.1.77	32.782	brenda_any	4	0	4
4.2.1.78	0.3784	brenda_any	4	0	4
4.2.1.79	9407.9	brenda_any	12	0	12
4.2.1.8	1.632	brenda_any	13	0	13
4.2.1.80	317.2	brenda_any	4	0	4
4.2.1.81	13.55	brenda_any	6	0	6
4.2.1.83	104.0	brenda_any	11	0	11
4.2.1.84	1043.488	brenda_any	83	0	83
4.2.1.9	16.11	brenda_any	28	0	28
4.2.1.90	49.3	brenda_fungal	9	1	9
4.2.1.91	4.45	brenda_any	16	0	16
4.2.1.92	931.45	brenda_any	46	0	46
4.2.1.93	0.368	brenda_any	4	0	4
4.2.1.94	70.0	brenda_fungal	5	5	5
4.2.1.95	4.77	brenda_fungal	1	1	1
4.2.1.96	23.1	brenda_any	10	0	10
4.2.2.1	12.715	brenda_any	6	0	6
4.2.2.10	110.0	brenda_fungal	10	9	10
4.2.2.11	1571.858	brenda_any	58	0	58
4.2.2.12	2565.0	brenda_any	10	0	10
4.2.2.13	266.0	brenda_any	16	0	16
4.2.2.14	50.4	brenda_fungal	7	7	7
4.2.2.18	1404.0	brenda_any	4	0	4
4.2.2.19	406.4	brenda_any	7	0	7
4.2.2.2	712.0	brenda_fungal	63	18	63
4.2.2.20	100.0	brenda_any	11	0	11
4.2.2.21	375.28	brenda_any	55	0	55
4.2.2.23	21.2	brenda_any	11	0	11
4.2.2.26	43.66	brenda_any	17	0	17
4.2.2.28	63.4	brenda_fungal	2	2	2
4.2.2.29	0.3698	brenda_any	3	0	3
4.2.2.3	411.5	brenda_any	86	0	86
4.2.2.5	852.0	brenda_any	23	0	23
4.2.2.7	69.24	brenda_any	12	0	12
4.2.2.8	96.4	brenda_any	17	0	17
4.2.3.1	7.33	brenda_any	11	0	11
4.2.3.104	5.61	brenda_any	5	0	5
4.2.3.106	0.0252	brenda_any	4	0	4
4.2.3.107	2.154	brenda_any	5	0	5
4.2.3.108	0.0841	brenda_any	18	0	18
4.2.3.109	0.4063	brenda_any	4	0	4
4.2.3.113	0.6038	brenda_any	5	0	5
4.2.3.116	1.49	brenda_any	1	0	1
4.2.3.117	1.49	brenda_any	1	0	1
4.2.3.118	0.0852	brenda_any	4	0	4
4.2.3.12	0.0284	brenda_any	4	0	4
4.2.3.121	0.012	brenda_any	1	0	1
4.2.3.123	0.078	brenda_any	1	0	1
4.2.3.124	0.776	brenda_any	15	0	15
4.2.3.13	0.0292	brenda_any	33	0	33
4.2.3.132	2.39	brenda_any	4	0	4
4.2.3.133	0.1705	brenda_any	2	0	2
4.2.3.135	0.0059	brenda_any	3	0	3
4.2.3.138	0.04	brenda_any	2	0	2
4.2.3.139	0.0236	brenda_any	9	0	9
4.2.3.141	0.518	brenda_any	3	0	3
4.2.3.142	0.29	brenda_any	1	0	1
4.2.3.143	0.264	brenda_any	2	0	2
4.2.3.144	7.394	brenda_any	3	0	3
4.2.3.148	0.047	brenda_any	1	0	1
4.2.3.149	0.0445	brenda_any	2	0	2
4.2.3.15	0.52	brenda_any	1	0	1
4.2.3.150	0.022	brenda_any	1	0	1
4.2.3.151	0.022	brenda_any	1	0	1
4.2.3.153	0.0256	brenda_any	2	0	2
4.2.3.154	0.0803	brenda_any	2	0	2
4.2.3.155	0.0591	brenda_any	2	0	2
4.2.3.158	0.0063	brenda_any	5	0	5
4.2.3.167	0.83	brenda_any	1	0	1
4.2.3.168	0.83	brenda_any	1	0	1
4.2.3.17	0.0704	brenda_any	7	0	7
4.2.3.173	0.0014	brenda_any	1	0	1
4.2.3.18	1.5	brenda_any	5	0	5
4.2.3.19	1.58	brenda_any	4	0	4
4.2.3.194	0.0799	brenda_any	2	0	2
4.2.3.199	2.086	brenda_any	3	0	3
4.2.3.2	2.08	brenda_any	3	0	3
4.2.3.20	0.1338	brenda_any	4	0	4
4.2.3.21	0.04	brenda_any	1	0	1
4.2.3.212	0.0419	brenda_any	9	0	9
4.2.3.22	5.3	brenda_any	4	0	4
4.2.3.226	0.095	brenda_any	3	0	3
4.2.3.227	0.095	brenda_any	3	0	3
4.2.3.23	1.516	brenda_any	8	0	8
4.2.3.24	0.3236	brenda_any	19	0	19
4.2.3.25	0.1748	brenda_any	7	0	7
4.2.3.26	0.184	brenda_any	5	0	5
4.2.3.27	1.567	brenda_any	12	0	12
4.2.3.29	0.0003	brenda_any	1	0	1
4.2.3.3	296.0	brenda_any	52	0	52
4.2.3.31	0.0014	brenda_any	1	0	1
4.2.3.37	0.047	brenda_any	6	0	6
4.2.3.38	0.01	brenda_any	4	0	4
4.2.3.39	1.88	brenda_any	5	0	5
4.2.3.4	19.0	brenda_fungal	15	2	15
4.2.3.41	33480.0	brenda_any	3	0	3
4.2.3.43	0.0342	brenda_any	3	0	3
4.2.3.46	0.0583	brenda_any	26	0	26
4.2.3.47	0.026	brenda_any	5	0	5
4.2.3.48	0.2316	brenda_any	5	0	5
4.2.3.49	0.371	brenda_any	1	0	1
4.2.3.5	0.87	brenda_fungal	4	3	4
4.2.3.51	4.1	brenda_any	1	0	1
4.2.3.52	0.017	brenda_any	1	0	1
4.2.3.55	0.0007	brenda_any	1	0	1
4.2.3.57	2.2575	brenda_any	6	0	6
4.2.3.6	0.16	brenda_fungal	5	5	5
4.2.3.61	0.104	brenda_any	5	0	5
4.2.3.64	0.026	brenda_any	1	0	1
4.2.3.67	0.18	brenda_any	1	0	1
4.2.3.70	0.0765	brenda_any	3	0	3
4.2.3.73	0.0032	brenda_any	1	0	1
4.2.3.74	3.23	brenda_fungal	1	1	1
4.2.3.75	0.012	brenda_fungal	3	1	3
4.2.3.77	0.036	brenda_any	3	0	3
4.2.3.8	0.235	brenda_any	6	0	6
4.2.3.81	2.6	brenda_any	9	0	9
4.2.3.82	2.431	brenda_any	12	0	12
4.2.3.83	2.6	brenda_any	8	0	8
4.2.3.87	0.0004	brenda_any	1	0	1
4.2.3.89	2.9785	brenda_any	4	0	4
4.2.3.9	550.0	brenda_fungal	74	70	74
4.2.3.90	0.0611	brenda_any	2	0	2
4.2.3.91	0.012	brenda_fungal	2	2	2
4.2.3.93	0.0042	brenda_any	3	0	3
4.2.3.95	0.67	brenda_fungal	2	2	2
4.2.3.96	0.04	brenda_any	1	0	1
4.2.3.97	0.0011	brenda_any	2	0	2
4.2.3.98	0.0016	brenda_any	2	0	2
4.2.3.99	0.0008	brenda_any	1	0	1
4.2.99.18	0.0717	brenda_fungal	136	14	136
4.2.99.20	137.4	brenda_any	24	0	24
4.2.99.21	0.689	brenda_any	34	0	34
4.2.99.22	3360.0	brenda_any	10	0	10
4.2.99.23	1560.0	brenda_any	6	0	6
4.3.1.1	164.6	brenda_any	33	0	33
4.3.1.15	57.317	brenda_any	30	0	30
4.3.1.16	7.968	brenda_any	2	0	2
4.3.1.17	465.8	brenda_any	57	0	57
4.3.1.18	17.0	brenda_fungal	49	27	49
4.3.1.19	1394.0	brenda_any	21	0	21
4.3.1.2	98.8	brenda_any	34	0	34
4.3.1.23	115.0	brenda_any	11	0	11
4.3.1.24	16.04	brenda_any	130	0	130
4.3.1.25	5.721	brenda_any	22	0	22
4.3.1.27	10.03	brenda_any	5	0	5
4.3.1.28	0.61	brenda_any	1	0	1
4.3.1.29	27.4	brenda_any	3	0	3
4.3.1.3	187.4	brenda_any	5	0	5
4.3.1.30	0.017	brenda_any	1	0	1
4.3.1.33	5.3	brenda_any	1	0	1
4.3.1.6	279.8	brenda_any	3	0	3
4.3.1.7	94.5	brenda_any	26	0	26
4.3.2.1	1267.25	brenda_any	16	0	16
4.3.2.10	8.7	brenda_fungal	82	37	82
4.3.2.2	7.5	brenda_any	11	0	11
4.3.2.3	0.018	brenda_any	1	0	1
4.3.2.5	300.0	brenda_any	6	0	6
4.3.2.7	0.256	brenda_any	2	0	2
4.3.2.8	0.269	brenda_any	12	0	12
4.3.2.9	12.81	brenda_any	28	0	28
4.3.3.2	12.571	brenda_any	4	0	4
4.3.3.6	0.0299	brenda_any	27	0	27
4.3.3.7	141.0	brenda_any	81	0	81
4.3.3.8	563502.8	brenda_any	5	0	5
4.3.99.3	5.4	brenda_any	1	0	1
4.3.99.4	452.0	brenda_any	6	0	6
4.4.1.1	1.81	brenda_fungal	71	35	71
4.4.1.11	28.65	brenda_any	182	0	182
4.4.1.13	1.27	brenda_fungal	41	2	41
4.4.1.14	0.75	brenda_fungal	26	1	26
4.4.1.15	7227.0	brenda_any	6	0	6
4.4.1.16	18.602	brenda_any	8	0	8
4.4.1.2	0.0014	brenda_fungal	3	3	3
4.4.1.20	68.15	brenda_any	36	0	36
4.4.1.21	0.4	brenda_any	21	0	21
4.4.1.23	6.5	brenda_any	1	0	1
4.4.1.28	31.1	brenda_any	14	0	14
4.4.1.29	0.0017	brenda_any	14	0	14
4.4.1.3	49.47	brenda_any	40	0	40
4.4.1.31	0.0001	brenda_any	6	0	6
4.4.1.32	0.025	brenda_any	1	0	1
4.4.1.36	23.56	brenda_any	2	0	2
4.4.1.38	37.28	brenda_any	8	0	8
4.4.1.4	20.247	brenda_any	30	0	30
4.4.1.41	26.0	brenda_any	1	0	1
4.4.1.43	1.34	brenda_any	1	0	1
4.4.1.5	6700.0	brenda_fungal	43	4	43
4.4.1.9	39.11	brenda_any	14	0	14
4.5.1.1	0.1055	brenda_any	2	0	2
4.5.1.3	4.24	brenda_any	33	0	33
4.6.1.1	2100.0	brenda_any	27	0	27
4.6.1.12	2.66	brenda_any	3	0	3
4.6.1.13	66.0	brenda_any	1	0	1
4.6.1.14	17.885	brenda_any	2	0	2
4.6.1.15	17.852	brenda_any	2	0	2
4.6.1.17	0.009	brenda_any	6	0	6
4.6.1.18	1658.5	brenda_any	46	0	46
4.6.1.19	0.176	brenda_fungal	12	5	12
4.6.1.2	105.0	brenda_any	16	0	16
4.6.1.20	282.0	brenda_fungal	17	17	17
4.6.1.21	1.9	brenda_any	1	0	1
4.6.1.22	0.339	brenda_any	32	0	32
4.6.1.23	0.917	brenda_fungal	16	14	16
4.6.1.24	350.0	brenda_fungal	16	4	16
4.6.1.6	8.48	brenda_any	3	0	3
4.8.1.1	127.3	brenda_any	2	0	2
4.8.1.2	213.32	brenda_any	15	0	15
4.8.1.3	10.0	brenda_fungal	1	1	1
4.8.1.4	0.873	brenda_any	1	0	1
4.98.1.1	1.516	brenda_any	68	0	68
4.99.1.11	0.007	brenda_any	4	0	4
4.99.1.2	2.8999	brenda_any	4	0	4
4.99.1.3	0.06	brenda_any	4	0	4
4.99.1.4	0.06	brenda_any	4	0	4
4.99.1.9	0.3196	brenda_any	4	0	4
5.1.1.1	1265.88	brenda_any	94	0	94
5.1.1.10	120.4	brenda_any	49	0	49
5.1.1.11	0.367	brenda_any	2	0	2
5.1.1.12	1592.0	brenda_any	2	0	2
5.1.1.13	41.96	brenda_any	67	0	67
5.1.1.14	0.566	brenda_any	2	0	2
5.1.1.15	418.0	brenda_any	6	0	6
5.1.1.18	2.899	brenda_any	88	0	88
5.1.1.19	145.1	brenda_any	2	0	2
5.1.1.2	97.0	brenda_any	6	0	6
5.1.1.20	15.8	brenda_any	7	0	7
5.1.1.21	676.8	brenda_any	17	0	17
5.1.1.22	297.53	brenda_any	2	0	2
5.1.1.24	185.414	brenda_any	4	0	4
5.1.1.3	7536.0	brenda_any	113	0	113
5.1.1.4	3.176	brenda_any	15	0	15
5.1.1.5	52.105	brenda_any	28	0	28
5.1.1.6	11.945	brenda_any	6	0	6
5.1.1.7	106.0	brenda_any	6	0	6
5.1.1.8	3.784	brenda_any	13	0	13
5.1.1.9	114.0	brenda_any	16	0	16
5.1.2.1	3721.4	brenda_any	4	0	4
5.1.2.2	710.0	brenda_any	230	0	230
5.1.2.7	6.5	brenda_any	1	0	1
5.1.3.1	1300.0	brenda_fungal	13	2	13
5.1.3.11	240.0	brenda_fungal	176	3	176
5.1.3.13	39.0	brenda_any	4	0	4
5.1.3.14	28.69	brenda_any	12	0	12
5.1.3.15	1950.0	brenda_fungal	2	2	2
5.1.3.17	620.0	brenda_any	1	0	1
5.1.3.18	0.1489	brenda_any	8	0	8
5.1.3.2	64.8	brenda_fungal	88	3	88
5.1.3.25	0.9	brenda_any	1	0	1
5.1.3.3	2600.0	brenda_fungal	31	1	31
5.1.3.30	794.2	brenda_any	19	0	19
5.1.3.31	299.15	brenda_any	27	0	27
5.1.3.37	14.0	brenda_any	1	0	1
5.1.3.4	21.1	brenda_any	26	0	26
5.1.3.40	8.7	brenda_any	1	0	1
5.1.3.43	334.1	brenda_any	2	0	2
5.1.3.44	4.674	brenda_any	2	0	2
5.1.3.45	0.9175	brenda_any	2	0	2
5.1.3.5	14.2	brenda_any	9	0	9
5.1.3.6	29.36	brenda_any	7	0	7
5.1.3.7	38295.0	brenda_any	22	0	22
5.1.3.8	35.6	brenda_any	5	0	5
5.1.99.1	3777.0	brenda_any	2	0	2
5.1.99.3	216.0	brenda_any	5	0	5
5.1.99.4	351.3	brenda_any	12	0	12
5.1.99.5	3.05	brenda_any	13	0	13
5.1.99.6	1303.5	brenda_any	4	0	4
5.2.1.1	42.7	brenda_any	10	0	10
5.2.1.2	236.6	brenda_any	17	0	17
5.2.1.4	105.22	brenda_any	9	0	9
5.2.1.8	0.07	brenda_fungal	27	6	27
5.3.1.1	16700.0	brenda_fungal	201	32	201
5.3.1.12	174.0	brenda_any	24	0	24
5.3.1.13	250.8	brenda_any	13	0	13
5.3.1.14	299.6	brenda_any	79	0	79
5.3.1.15	33958.0	brenda_any	44	0	44
5.3.1.16	13.478	brenda_any	12	0	12
5.3.1.23	9.142	brenda_any	4	0	4
5.3.1.24	69.0	brenda_fungal	34	2	34
5.3.1.25	255.97	brenda_any	22	0	22
5.3.1.26	0.16	brenda_any	1	0	1
5.3.1.28	0.485	brenda_any	14	0	14
5.3.1.29	29.2	brenda_any	1	0	1
5.3.1.3	255.92	brenda_any	5	0	5
5.3.1.31	79.0	brenda_any	1	0	1
5.3.1.4	156.68	brenda_any	79	0	79
5.3.1.5	90.98	brenda_any	118	0	118
5.3.1.6	11342.6	brenda_any	73	0	73
5.3.1.7	650.34	brenda_any	19	0	19
5.3.1.8	162.0	brenda_fungal	43	3	43
5.3.1.9	951.4	brenda_any	80	0	80
5.3.2.1	285.5	brenda_any	40	0	40
5.3.2.2	45.49	brenda_any	4	0	4
5.3.2.3	7.62	brenda_any	5	0	5
5.3.2.4	0.124	brenda_any	3	0	3
5.3.2.5	80.3	brenda_any	2	0	2
5.3.2.6	3300.0	brenda_any	55	0	55
5.3.3.1	21120.0	brenda_any	85	0	85
5.3.3.13	26.3	brenda_any	6	0	6
5.3.3.14	15.0	brenda_any	1	0	1
5.3.3.19	24.52	brenda_any	1	0	1
5.3.3.2	10.57	brenda_fungal	23	2	23
5.3.3.4	5423.3	brenda_any	12	0	12
5.3.3.5	0.423	brenda_any	1	0	1
5.3.3.6	1548.2	brenda_any	2	0	2
5.3.3.7	13950.0	brenda_any	2	0	2
5.3.3.8	6.5	brenda_fungal	68	4	68
5.3.4.1	9.96	brenda_any	6	0	6
5.3.99.2	7.672	brenda_any	19	0	19
5.3.99.3	75.0	brenda_any	6	0	6
5.3.99.4	24.095	brenda_any	2	0	2
5.3.99.5	43.8	brenda_any	6	0	6
5.4.1.3	840.0	brenda_any	1	0	1
5.4.1.4	16.0	brenda_any	1	0	1
5.4.2.10	5.16	brenda_any	6	0	6
5.4.2.11	530.0	brenda_fungal	16	14	16
5.4.2.12	269.5	brenda_any	18	0	18
5.4.2.2	0.74	brenda_fungal	19	4	19
5.4.2.3	32.932	brenda_any	3	0	3
5.4.2.4	11.61	brenda_any	12	0	12
5.4.2.6	177.0	brenda_any	11	0	11
5.4.2.7	181.4	brenda_any	4	0	4
5.4.2.8	7.4	brenda_fungal	35	4	35
5.4.2.9	58.1	brenda_any	22	0	22
5.4.3.10	0.1266	brenda_any	35	0	35
5.4.3.11	0.2815	brenda_any	24	0	24
5.4.3.2	69.26	brenda_any	3	0	3
5.4.3.3	12.88	brenda_any	2	0	2
5.4.3.5	564.0	brenda_any	31	0	31
5.4.3.6	2800.006	brenda_any	17	0	17
5.4.3.8	0.806	brenda_any	4	0	4
5.4.4.2	13.724	brenda_any	24	0	24
5.4.4.6	10.5	brenda_colletotrichum	4	4	4
5.4.99.1	5.8	brenda_any	17	0	17
5.4.99.11	7369.8	brenda_any	42	0	42
5.4.99.12	0.455	brenda_any	6	0	6
5.4.99.13	13.63	brenda_any	18	0	18
5.4.99.14	72.85	brenda_any	6	0	6
5.4.99.15	411.3	brenda_any	50	0	50
5.4.99.16	184.04	brenda_any	22	0	22
5.4.99.17	1.335	brenda_any	28	0	28
5.4.99.18	14.84	brenda_any	13	0	13
5.4.99.2	238.8	brenda_any	20	0	20
5.4.99.20	1.7	brenda_any	1	0	1
5.4.99.25	0.468	brenda_any	13	0	13
5.4.99.27	0.001	brenda_any	1	0	1
5.4.99.28	0.1143	brenda_any	8	0	8
5.4.99.30	3.71	brenda_any	6	0	6
5.4.99.33	0.0148	brenda_any	2	0	2
5.4.99.39	0.684	brenda_any	3	0	3
5.4.99.4	24.0	brenda_any	6	0	6
5.4.99.40	0.6747	brenda_any	2	0	2
5.4.99.5	625.0	brenda_fungal	102	15	102
5.4.99.59	0.056	brenda_any	1	0	1
5.4.99.61	0.0014	brenda_any	1	0	1
5.4.99.64	0.1865	brenda_any	46	0	46
5.4.99.9	100.0	brenda_fungal	52	14	52
5.5.1.1	296000.0	brenda_any	79	0	79
5.5.1.10	250.0	brenda_any	1	0	1
5.5.1.11	91.35	brenda_any	6	0	6
5.5.1.12	1.04	brenda_any	9	0	9
5.5.1.13	0.36	brenda_any	10	0	10
5.5.1.16	0.12	brenda_any	1	0	1
5.5.1.2	1136.18	brenda_any	3	0	3
5.5.1.20	0.23	brenda_any	1	0	1
5.5.1.22	1.49	brenda_any	1	0	1
5.5.1.28	0.88	brenda_any	1	0	1
5.5.1.4	4.02	brenda_any	7	0	7
5.5.1.5	382.0	brenda_fungal	3	3	3
5.5.1.6	1372.4	brenda_any	72	0	72
5.5.1.7	58.3	brenda_any	19	0	19
5.5.1.8	0.01	brenda_any	1	0	1
5.6.1.1	10.934	brenda_any	12	0	12
5.6.1.2	14.1	brenda_fungal	13	8	13
5.6.1.3	34.0	brenda_fungal	50	4	50
5.6.1.4	70.0	brenda_fungal	29	6	29
5.6.1.5	0.0147	brenda_fungal	2	2	2
5.6.1.6	12.622	brenda_any	2	0	2
5.6.1.7	0.0417	brenda_fungal	29	1	29
5.6.1.8	26.4	brenda_any	41	0	41
5.6.2.1	0.02	brenda_any	1	0	1
5.6.2.2	7.2	brenda_fungal	29	8	29
5.6.2.3	14.45	brenda_any	38	0	38
5.6.2.4	9.2	brenda_fungal	45	3	45
5.6.2.5	0.057	brenda_any	1	0	1
5.6.2.6	22.2	brenda_fungal	26	1	26
5.6.2.7	3.5	brenda_fungal	17	7	17
5.99.1.4	44.2	brenda_any	2	0	2
6.1.1.1	6.08	brenda_fungal	87	20	87
6.1.1.10	6.08	brenda_fungal	120	9	120
6.1.1.11	6.08	brenda_fungal	126	32	126
6.1.1.12	16.9	brenda_fungal	50	2	50
6.1.1.14	0.73	brenda_fungal	5	3	5
6.1.1.15	5.6	brenda_fungal	84	2	84
6.1.1.16	50.97	brenda_any	70	0	70
6.1.1.17	1.5	brenda_fungal	28	3	28
6.1.1.18	1.4	brenda_fungal	48	2	48
6.1.1.19	3.22	brenda_fungal	37	2	37
6.1.1.2	18.9	brenda_any	92	0	92
6.1.1.20	603.0	brenda_fungal	68	17	68
6.1.1.21	40.0	brenda_fungal	63	5	63
6.1.1.22	2.88	brenda_any	27	0	27
6.1.1.23	0.515	brenda_any	26	0	26
6.1.1.24	0.1	brenda_any	11	0	11
6.1.1.26	0.1815	brenda_any	12	0	12
6.1.1.27	4.84	brenda_any	17	0	17
6.1.1.3	3.32	brenda_fungal	78	39	78
6.1.1.4	37.5	brenda_fungal	345	10	345
6.1.1.5	0.2	brenda_fungal	49	4	49
6.1.1.6	8.2	brenda_any	131	0	131
6.1.1.7	83.8	brenda_any	52	0	52
6.1.1.9	0.2	brenda_fungal	29	2	29
6.1.2.1	15.0	brenda_any	21	0	21
6.1.3.1	0.0284	brenda_any	4	0	4
6.2.1.1	65.64	brenda_any	149	0	149
6.2.1.12	5.106	brenda_any	133	0	133
6.2.1.13	191.3	brenda_any	100	0	100
6.2.1.14	0.87	brenda_any	11	0	11
6.2.1.16	7.814	brenda_any	3	0	3
6.2.1.17	33.4	brenda_any	37	0	37
