rxn_id	seed_base	pathway_bucket	kegg_reaction	kegg_pathway_id	kegg_pathway_name	ec_number
rxn01740_c0	rxn01740	Cofactor / vitamin biosynthesis	R02413	rn00400;rn01110;rn01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	1.1.1.25|1.1.1.282
rxn01671_c0	rxn01671	Other / unassigned	R02324	rn00760	Nicotinate and nicotinamide metabolism	2.7.1.22
rxn00236_c0	rxn00236	Other / unassigned	R00328	rn00230	Purine metabolism	3.6.1.42|3.6.1.5|3.6.1.6
rxn00002_c0	rxn00002	Sulfur / nitrogen assimilation	R00005	rn00330;rn00791	Arginine and proline metabolism;Atrazine degradation	3.5.1.54
rxn09541_c0	rxn09541	Lipid / membrane				
rxn09771_c0	rxn09771	Transport (inter-compartmental)				
rxn09730_c0	rxn09730	TCA cycle				
rxn00860_c0	rxn00860	Amino-acid metabolism	R01159	rn00340	Histidine metabolism	2.1.1.-
rxn09036_c0	rxn09036	Transport (inter-compartmental)				
ASPt2r_c0		Amino-acid metabolism				
rxn09540_c0	rxn09540	Lipid / membrane				
rxn09564_c0	rxn09564	Other / unassigned				
rxn06437_c0	rxn06437	Amino-acid metabolism	R03652	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.18
rxn20661_c0	rxn20661	Other / unassigned	R04292	rn00760	Nicotinate and nicotinamide metabolism	2.5.1.72
rxn00170_m0	rxn00170	Other / unassigned	R00227	rn00620	Pyruvate metabolism	3.1.2.1
FACOAL240p_x0		Other / unassigned				
rxn01521_c0	rxn01521	Other / unassigned	R02102	rn00240	Pyrimidine metabolism	3.1.3.5
rxn05645_c0	rxn05645	Transport (inter-compartmental)				
rxn03423_c0	rxn03423	Cofactor / vitamin biosynthesis	R05050	rn00330	Arginine and proline metabolism	1.2.1.3
CITtap_c0		Transport (inter-compartmental)				
rxn30330_m0	rxn30330	Other / unassigned	R05051	rn00330	Arginine and proline metabolism	1.5.1.12
rxn03446_c0	rxn03446	Other / unassigned	R05086	rn00750	Vitamin B6 metabolism	4.2.3.1
rxn09657_c0	rxn09657	Transport (inter-compartmental)				
rxn20474_x0	rxn20474	β-oxidation (peroxisomal)	R04737	rn00062;rn00071;rn01212	Fatty acid elongation;Fatty acid degradation;Fatty acid metabolism	1.1.1.211|1.1.1.35
rxn00438_c0	rxn00438	Cofactor / vitamin biosynthesis	R00617	rn00730	Thiamine metabolism	2.7.4.16
rxn00239_c0	rxn00239	Nucleotide metabolism	R00332	rn00230	Purine metabolism	2.7.4.8
rxn00364_c0	rxn00364	Nucleotide metabolism	R00512	rn00240	Pyrimidine metabolism	2.7.4.14|2.7.4.25
rxn05736_x0	rxn05736	Cofactor / vitamin biosynthesis				6.2.1.3
rxn10505_c0	rxn10505	Cofactor / vitamin biosynthesis	R09376	rn00740	Riboflavin metabolism	1.1.1.302
rxn09670_c0	rxn09670	Transport (inter-compartmental)				
rxn05466_c0	rxn05466	Other / unassigned				
rxn13096_c0	rxn13096	Transport (inter-compartmental)				
rxn05611_c0	rxn05611	Transport (inter-compartmental)				
rxn00939_c0	rxn00939	Other / unassigned	R01269	rn00760	Nicotinate and nicotinamide metabolism	2.1.1.1
rxn09177_c0	rxn09177	Amino-acid metabolism	R04231	rn00770	Pantothenate and CoA biosynthesis	6.3.2.5
rxn09331_c0	rxn09331	Transport (inter-compartmental)				
PYRt2p_c0		Transport (inter-compartmental)				
rxn01145_c0	rxn01145	Other / unassigned	R01569	rn00240	Pyrimidine metabolism	3.1.3.35|3.1.3.5
rxn13326_c0	rxn13326	Other / unassigned				
rxn09851_x0	rxn09851	Transport (inter-compartmental)				
rxn28356_m0	rxn28356	Other / unassigned	R02611	rn00360	Phenylalanine metabolism	1.1.1.1|1.1.1.90
rxn30043_c0	rxn30043	Other / unassigned				2.1.3.3
rxn02826_c0	rxn02826	Other / unassigned	R04025	rn00330	Arginine and proline metabolism	1.4.3.4
rxn09760_c0	rxn09760	Transport (inter-compartmental)				
rxn08633_c0	rxn08633	Transport (inter-compartmental)				
rxn03091_c0	rxn03091	Other / unassigned	R04481			2.1.1.98
rxn13406_c0	rxn13406	Transport (inter-compartmental)				
rxn13222_c0	rxn13222	Cofactor / vitamin biosynthesis				
rxn08376_c0	rxn08376	Other / unassigned				
rxn30037_c0	rxn30037	Other / unassigned				5.3.1.23
rxn00953_c0	rxn00953	Cell-wall polysaccharide	R01289			4.2.1.22
rxn05303_c0	rxn05303	Oxidative phosphorylation / ETC				
rxn01268_c0	rxn01268	Cofactor / vitamin biosynthesis	R01728	rn00400;rn00401;rn01110;rn01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Novobiocin biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	1.3.1.12
rxn12916_c0	rxn12916	Other / unassigned				
rxn09755_c0	rxn09755	Other / unassigned				
rxn01137_c0	rxn01137	Other / unassigned	R01560	rn00230	Purine metabolism	3.5.4.4
rxn09445_x0	rxn09445	β-oxidation (peroxisomal)				
rxn02304_m0	rxn02304	Other / unassigned	R03222	rn00860;rn01110	Porphyrin and chlorophyll metabolism;Biosynthesis of secondary metabolites	1.3.3.4
rxn02134_c0	rxn02134	Cofactor / vitamin biosynthesis	R02978	rn00600	Sphingolipid metabolism	1.1.1.102
AGAT_SC_c0		Other / unassigned				
NMNt2m_c0		Transport (inter-compartmental)				
rxn05239_c0	rxn05239	Other / unassigned	R02021	rn00920	Sulfur metabolism	1.8.4.8
rxn13316_c0	rxn13316	Transport (inter-compartmental)				
PIN3K_SC_c0		Lipid / membrane				
rxn09648_c0	rxn09648	Transport (inter-compartmental)				
rxn09511_r0	rxn09511	Cell-wall polysaccharide				
rxn02302_c0	rxn02302	Amino-acid metabolism	R03217	rn00270	Cysteine and methionine metabolism	2.5.1.48
rxn01353_c0	rxn01353	Other / unassigned	R01857	rn00230	Purine metabolism	2.7.4.6
rxn08455_c0	rxn08455	Transport (inter-compartmental)				6.2.1.3
ASNt2r_c0		Amino-acid metabolism				
rxn09462_x0	rxn09462	Other / unassigned				
rxn09308_c0	rxn09308	Transport (inter-compartmental)				
rxn00137_c0	rxn00137	Other / unassigned	R00188			3.1.3.7
ASPGLUtp_c0		Amino-acid metabolism				
rxn08213_c0	rxn08213	Other / unassigned				
rxn13193_c0	rxn13193	Transport (inter-compartmental)				
rxn01003_c0	rxn01003	Other / unassigned	R01377	rn00360	Phenylalanine metabolism	4.1.1.-|4.1.1.43|4.1.4.3
rxn01517_c0	rxn01517	Other / unassigned	R02098	rn00240	Pyrimidine metabolism	2.7.4.4|2.7.4.9
ERGSTter_c0		Transport (inter-compartmental)				
rxn13357_c0	rxn13357	Other / unassigned				
rxn00555_c0	rxn00555	Amino-acid metabolism	R00768	rn00250;rn00520;rn01110	Alanine, aspartate and glutamate metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	2.6.1.16
rxn08554_c0	rxn08554	Transport (inter-compartmental)				
rxn13379_c0	rxn13379	Lipid / membrane				
rxn09844_x0	rxn09844	Transport (inter-compartmental)				
rxn30091_c0	rxn30091	Amino-acid metabolism				
rxn15018_c0	rxn15018	Other / unassigned	R00182	rn00230	Purine metabolism	3.2.2.4
rxn03084_c0	rxn03084	Amino-acid metabolism	R04463	rn00230;rn01110	Purine metabolism;Biosynthesis of secondary metabolites	6.3.5.3
rxn00693_c0	rxn00693	Cell-wall polysaccharide	R00946	rn00270;rn00670;rn01110;rn01230	Cysteine and methionine metabolism;One carbon pool by folate;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	2.1.1.13
rxn09841_c0	rxn09841	Transport (inter-compartmental)				
PIt2p_c0		Transport (inter-compartmental)				
rxn03004_c0	rxn03004	Cofactor / vitamin biosynthesis	R04325	rn00230;rn00670;rn01110	Purine metabolism;One carbon pool by folate;Biosynthesis of secondary metabolites	2.1.2.2
rxn06446_c0	rxn06446	Amino-acid metabolism	R03662	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.11
rxn00105_c0	rxn00105	Other / unassigned	R00137	rn00760	Nicotinate and nicotinamide metabolism	2.7.7.1|2.7.7.18
rxn01520_c0	rxn01520	Cofactor / vitamin biosynthesis	R02101	rn00240;rn00670	Pyrimidine metabolism;One carbon pool by folate	2.1.1.45
rxn13318_c0	rxn13318	Transport (inter-compartmental)				
TTDCAtr_c0		Transport (inter-compartmental)				
rxn04376_r0	rxn04376	Other / unassigned	R06520	rn00600	Sphingolipid metabolism	3.1.3.-|3.1.3.4
rxn01385_c0	rxn01385	Pentose-sugar catabolism	R01896	rn00040	Pentose and glucuronate interconversions	1.1.1.9
rxn08454_c0	rxn08454	Transport (inter-compartmental)				6.2.1.3
rxn00300_c0	rxn00300	Other / unassigned	R00425	rn00740	Riboflavin metabolism	3.5.4.25
rxn02895_c0	rxn02895	Amino-acid metabolism	R04144	rn00230;rn01110	Purine metabolism;Biosynthesis of secondary metabolites	6.3.4.13
rxn13352_c0	rxn13352	Other / unassigned				
rxn01485_c0	rxn01485	Other / unassigned	R02060	rn00520	Amino sugar and nucleotide sugar metabolism	5.4.2.10
rxn05564_c0	rxn05564	Other / unassigned				
D_LACDcm_c0		Glycolysis / gluconeogenesis				
rxn13356_c0	rxn13356	Other / unassigned				
rxn30431_c0	rxn30431	Other / unassigned	R02018	rn00240	Pyrimidine metabolism	1.17.4.1
rxn00224_m0	rxn00224	Other / unassigned	R00310	rn00860;rn01110	Porphyrin and chlorophyll metabolism;Biosynthesis of secondary metabolites	4.99.1.1
rxn09602_r0	rxn09602	Lipid / membrane				
rxn02748_c0	rxn02748	Other / unassigned	R03894			4.1.1.72
rxn30403_m0	rxn30403	Other / unassigned				1.1.1.86
rxn00075_m0	rxn00075	Cofactor / vitamin biosynthesis	R00102	rn00760	Nicotinate and nicotinamide metabolism	3.2.2.5|3.2.2.6
rxn12510_c0	rxn12510	Cofactor / vitamin biosynthesis	R03018	rn00770	Pantothenate and CoA biosynthesis	2.7.1.33
PLBP1I_SCe_e0		Fatty-acid biosynthesis				
rxn08449_x0	rxn08449	Transport (inter-compartmental)				6.2.1.3
rxn00182_c0	rxn00182	Amino-acid metabolism	R00243	rn00250;rn00330;rn00430;rn00471;rn00910	Alanine, aspartate and glutamate metabolism;Arginine and proline metabolism;Taurine and hypotaurine metabolism;D-Glutamine and D-glutamate metabolism;Nitrogen metabolism	1.4.1.2|1.4.1.3|1.4.1.4
rxn00065_c0	rxn00065	Other / unassigned	R00089	rn00230	Purine metabolism	4.6.1.1
IPCS124_SC_c0		Other / unassigned				
rxn05204_c0	rxn05204	Other / unassigned				
rxn09743_c0	rxn09743	Transport (inter-compartmental)				
rxn00710_c0	rxn00710	Other / unassigned	R00965	rn00240	Pyrimidine metabolism	4.1.1.23
FACOAL182_c0		Other / unassigned				
PIN4K_SC_c0		Lipid / membrane				
rxn01454_c0	rxn01454	Other / unassigned	R01978	rn00072;rn00280;rn00650;rn00900;rn01110	Synthesis and degradation of ketone bodies;Valine, leucine and isoleucine degradation;Butanoate metabolism;Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites	2.3.3.10|4.1.3.5
rxn09490_c0	rxn09490	Cell-wall polysaccharide				
rxn13199_c0	rxn13199	Transport (inter-compartmental)				
rxn00483_c0	rxn00483	Amino-acid metabolism	R00684	rn00380	Tryptophan metabolism	2.6.1.27
rxn00440_c0	rxn00440	Cofactor / vitamin biosynthesis	R00619	rn00730	Thiamine metabolism	2.7.6.2
rxn09502_c0	rxn09502	Glycolysis / gluconeogenesis				
rxn09475_x0	rxn09475	β-oxidation (peroxisomal)				1.3.3.6
FAS181ACPm_m0		Fatty-acid biosynthesis				
FA182ACPH_c0		Fatty-acid biosynthesis				
rxn00748_c0	rxn00748	Other / unassigned	R01016	rn00640	Propanoate metabolism	4.2.3.3
CDPDGPm_SC_m0		Glycolysis / gluconeogenesis				
rxn09686_c0	rxn09686	Other / unassigned				
rxn00412_c0	rxn00412	Amino-acid metabolism	R00573	rn00240	Pyrimidine metabolism	6.3.4.2
rxn03167_c0	rxn03167	Other / unassigned	R04620	rn00790	Folate biosynthesis	3.1.3.1
rxn05669_c0	rxn05669	Oxidative phosphorylation / ETC				
IPCS224_SC_c0		Other / unassigned				
rxn05200_c0	rxn05200	Transport (inter-compartmental)				
rxn09651_c0	rxn09651	Pentose-sugar catabolism				
rxn18921_c0	rxn18921	Amino-acid metabolism				2.6.1.23
rxn01960_c0	rxn01960	Other / unassigned				
rxn09266_c0	rxn09266	Transport (inter-compartmental)				
rxn00299_c0	rxn00299	Other / unassigned	R00424			3.5.4.16
rxn00361_c0	rxn00361	Other / unassigned	R00509	rn00230;rn00920	Purine metabolism;Sulfur metabolism	2.7.1.25
rxn09626_c0	rxn09626	Lipid / membrane				
rxn13400_m0	rxn13400	Other / unassigned	R08766	rn00130;rn01110	Ubiquinone and other terpenoid-quinone biosynthesis;Biosynthesis of secondary metabolites	4.2.1.-
rxn28352_c0	rxn28352	Other / unassigned	R05685			1.1.1.1|1.1.1.265
rxn01423_c0	rxn01423	Amino-acid metabolism	R01939	rn00300;rn00310;rn01210;rn01230	Lysine biosynthesis;Lysine degradation;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	2.6.1.39
rxn09579_r0	rxn09579	Lipid / membrane				
rxn06445_c0	rxn06445	Amino-acid metabolism	R03661	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.15
rxn13351_c0	rxn13351	Other / unassigned				
rxn09562_c0	rxn09562	Other / unassigned				
rxn01938_m0	rxn01938	Cofactor / vitamin biosynthesis	R02679	rn00380	Tryptophan metabolism	1.1.1.190
rxn01219_c0	rxn01219	Nucleotide metabolism	R01665	rn00240	Pyrimidine metabolism	2.7.4.14|2.7.4.25
rxn04137_c0	rxn04137	Amino-acid metabolism	R06126			1.1.1.276
rxn05595_c0	rxn05595	Other / unassigned				2.A.37.-.-
rxn01807_c0	rxn01807	Cofactor / vitamin biosynthesis	R02493	rn00750	Vitamin B6 metabolism	2.7.1.35
rxn02212_c0	rxn02212	Other / unassigned	R03083	rn00400;rn01110;rn01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	4.2.3.4
rxn09865_c0	rxn09865	Amino-acid metabolism				
rxn01672_c0	rxn01672	Other / unassigned	R02325	rn00240	Pyrimidine metabolism	3.5.4.13
rxn09551_c0	rxn09551	Other / unassigned				
rxn03391_m0	rxn03391	Other / unassigned	R04983	rn00130;rn01110	Ubiquinone and other terpenoid-quinone biosynthesis;Biosynthesis of secondary metabolites	2.1.1.201
rxn00533_c0	rxn00533	Other / unassigned	R00742	rn00061;rn00253;rn00254;rn00620;rn00640;rn00720;rn01110;rn01200;rn01212	Fatty acid biosynthesis;Tetracycline biosynthesis;Aflatoxin biosynthesis;Pyruvate metabolism;Propanoate metabolism;Carbon fixation pathways in prokaryotes;Biosynthesis of secondary metabolites;Carbon metabolism;Fatty acid metabolism	6.4.1.2
rxn01790_m0	rxn01790	Cofactor / vitamin biosynthesis	R02472	rn00770;rn01110	Pantothenate and CoA biosynthesis;Biosynthesis of secondary metabolites	1.1.1.169
rxn09468_x0	rxn09468	Other / unassigned				
rxn09837_c0	rxn09837	Transport (inter-compartmental)				
rxn02303_c0	rxn02303	Other / unassigned	R03220	rn00860;rn01110	Porphyrin and chlorophyll metabolism;Biosynthesis of secondary metabolites	1.3.3.3
rxn13330_c0	rxn13330	Other / unassigned				
rxn09412_c0	rxn09412	Other / unassigned				
rxn09498_m0	rxn09498	Other / unassigned				
rxn08767_x0	rxn08767	β-oxidation (peroxisomal)				2.3.1.16
rxn13319_c0	rxn13319	Transport (inter-compartmental)				
IPCS226_SC_c0		Other / unassigned				
2MBTOHtm_c0		Transport (inter-compartmental)				
rxn00272_c0	rxn00272	Amino-acid metabolism	R00369	rn00250	Alanine, aspartate and glutamate metabolism	2.6.1.44
rxn01726_x0	rxn01726	Other / unassigned	R02396			2.3.1.7
rxn13355_c0	rxn13355	Other / unassigned				
rxn09519_c0	rxn09519	Amino-acid metabolism	R03542	rn00460	Cyanoamino acid metabolism	3.5.5.1
rxn01678_c0	rxn01678	Other / unassigned	R02331	rn00240	Pyrimidine metabolism	2.7.4.6
rxn01454_m0	rxn01454	Other / unassigned	R01978	rn00072;rn00280;rn00650;rn00900;rn01110	Synthesis and degradation of ketone bodies;Valine, leucine and isoleucine degradation;Butanoate metabolism;Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites	2.3.3.10|4.1.3.5
rxn13237_c0	rxn13237	Transport (inter-compartmental)				
rxn01646_c0	rxn01646	Other / unassigned	R02294	rn00760	Nicotinate and nicotinamide metabolism	2.4.2.1
rxn00728_c0	rxn00728	Amino-acid metabolism	R00987	rn00380	Tryptophan metabolism	3.7.1.3
rxn09478_x0	rxn09478	β-oxidation (peroxisomal)				1.3.3.6
rxn00377_c0	rxn00377	Other / unassigned	R00527	rn00680;rn01200	Methane metabolism;Carbon metabolism	3.1.2.12
rxn08451_x0	rxn08451	Transport (inter-compartmental)				6.2.1.3
rxn05496_c0	rxn05496	Amino-acid metabolism				
rxn09458_c0	rxn09458	Other / unassigned				
rxn00416_c0	rxn00416	Amino-acid metabolism	R00578	rn00250;rn01110	Alanine, aspartate and glutamate metabolism;Biosynthesis of secondary metabolites	6.3.5.4
rxn00391_e0	rxn00391	Cofactor / vitamin biosynthesis	R00548	rn00740	Riboflavin metabolism	3.1.3.-|3.1.3.102|3.1.3.2
rxn09532_x0	rxn09532	Fatty-acid biosynthesis	R10747			
rxn13218_c0	rxn13218	Other / unassigned				
rxn30090_c0	rxn30090	Amino-acid metabolism				
rxn08437_c0	rxn08437	Fatty-acid biosynthesis				3.1.2.14
rxn00342_e0	rxn00342	Amino-acid metabolism	R00485	rn00250;rn00460;rn01110	Alanine, aspartate and glutamate metabolism;Cyanoamino acid metabolism;Biosynthesis of secondary metabolites	3.5.1.1|3.5.1.38
CYSTtp_c0		Transport (inter-compartmental)				
rxn09645_c0	rxn09645	Transport (inter-compartmental)				
rxn09721_c0	rxn09721	Transport (inter-compartmental)				
rxn09788_c0	rxn09788	Transport (inter-compartmental)				
rxn09521_c0	rxn09521	Amino-acid metabolism				
rxn01466_c0	rxn01466	Other / unassigned	R02003	rn00900;rn01110	Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites	2.5.1.10
3OPHB_5tm_c0		Transport (inter-compartmental)				
rxn00927_c0	rxn00927	Other / unassigned	R01245	rn00230	Purine metabolism	3.2.2.1|3.2.2.7|3.2.2.8
rxn00835_c0	rxn00835	Other / unassigned	R01131	rn00230	Purine metabolism	2.7.1.73
rxn09614_c0	rxn09614	Nucleotide metabolism				
rxn01987_c0	rxn01987	Other / unassigned	R02750	rn00030	Pentose phosphate pathway	2.7.1.15
rxn05920_c0	rxn05920	Other / unassigned	R01018	rn00510	N-Glycan biosynthesis	2.7.1.108
PAPtm_c0		Transport (inter-compartmental)				
TRPt2r_c0		Amino-acid metabolism				
rxn01300_c0	rxn01300	Pentose phosphate pathway	R01771	rn00260;rn01230	Glycine, serine and threonine metabolism;Biosynthesis of amino acids	2.7.1.39
rxn05197_c0	rxn05197	Other / unassigned				2.A.40.-.-
rxn09722_c0	rxn09722	Transport (inter-compartmental)				
rxn00708_c0	rxn00708	Other / unassigned	R00963	rn00240	Pyrimidine metabolism	3.1.3.5
rxn05108_c0	rxn05108	Amino-acid metabolism	R07396	rn00270	Cysteine and methionine metabolism	2.6.1.5|2.6.1.57
rxn00141_c0	rxn00141	Cell-wall polysaccharide	R00192	rn00270	Cysteine and methionine metabolism	3.3.1.1
rxn27940_m0	rxn27940	Other / unassigned	R04444	rn00330	Arginine and proline metabolism	1.5.1.12
rxn09524_c0	rxn09524	Oxidative phosphorylation / ETC				
rxn00205_c0	rxn00205	Other / unassigned	R00274	rn00480	Glutathione metabolism	1.11.1.9
rxn09547_c0	rxn09547	Other / unassigned				
FE2utm_c0		Transport (inter-compartmental)				
GLNt2r_c0		Amino-acid metabolism				
PStm_SC_c0		Transport (inter-compartmental)				
rxn01199_c0	rxn01199	Other / unassigned	R01639	rn00040	Pentose and glucuronate interconversions	2.7.1.17
rxn02358_c0	rxn02358	Cofactor / vitamin biosynthesis	R03293	rn00330	Arginine and proline metabolism	1.5.1.2
rxn09673_c0	rxn09673	Glycolysis / gluconeogenesis				
rxn00806_c0	rxn00806	Amino-acid metabolism	R01090	rn00280;rn00290;rn00966;rn01110;rn01210;rn01230	Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine biosynthesis;Glucosinolate biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	2.6.1.42|2.6.1.6|2.6.1.67
rxn30365_m0	rxn30365	Other / unassigned				
rxn03630_c0	rxn03630	TCA cycle	R05320	rn00430;rn00920	Taurine and hypotaurine metabolism;Sulfur metabolism	1.14.11.17
rxn09655_c0	rxn09655	Storage (glycogen / trehalose)				
rxn32134_c0	rxn32134	Other / unassigned				
rxn06438_c0	rxn06438	Amino-acid metabolism	R03654	rn00970	Aminoacyl-tRNA biosynthesis	6.1.1.14
rxn00859_c0	rxn00859	Amino-acid metabolism	R01158	rn01230	Biosynthesis of amino acids	1.1.1.23
rxn05593_c0	rxn05593	Transport (inter-compartmental)				
rxn33415_c0	rxn33415	Other / unassigned	R01987	rn00330	Arginine and proline metabolism	3.5.1.63
rxn01726_m0	rxn01726	Other / unassigned	R02396			2.3.1.7
rxn01182_m0	rxn01182	Other / unassigned	R01616	rn00130;rn00360;rn00940;rn01110	Ubiquinone and other terpenoid-quinone biosynthesis;Phenylalanine metabolism;Phenylpropanoid biosynthesis;Biosynthesis of secondary metabolites	6.2.1.12
rxn01938_c0	rxn01938	Cofactor / vitamin biosynthesis	R02679	rn00380	Tryptophan metabolism	1.1.1.190
rxn00711_c0	rxn00711	Other / unassigned	R00966	rn00240	Pyrimidine metabolism	2.4.2.9
rxn08343_c0	rxn08343	Other / unassigned				
rxn09439_m0	rxn09439	Fatty-acid biosynthesis				
rxn09768_c0	rxn09768	Transport (inter-compartmental)				
ACRNtp_c0		Transport (inter-compartmental)				
rxn15108_c0	rxn15108	Other / unassigned	R01049	rn00030;rn00230;rn01110;rn01200;rn01230	Pentose phosphate pathway;Purine metabolism;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids	2.7.6.1
CRNtp_c0		Transport (inter-compartmental)				
rxn13188_c0	rxn13188	Transport (inter-compartmental)				
rxn00646_c0	rxn00646	Amino-acid metabolism	R00894	rn00480	Glutathione metabolism	6.3.2.2
4ABZtm_c0		Transport (inter-compartmental)				
rxn01512_c0	rxn01512	Other / unassigned	R02093	rn00240	Pyrimidine metabolism	2.7.4.6
rxn05465_m0	rxn05465	Fatty-acid biosynthesis	R01626	rn00061;rn01212	Fatty acid biosynthesis;Fatty acid metabolism	2.3.1.39|2.3.1.85|2.3.1.86
rxn13195_c0	rxn13195	Transport (inter-compartmental)				
METt2r_c0		Amino-acid metabolism				
rxn13253_e0	rxn13253	Pectin / D-galacturonate (Ashwell)				
rxn00075_c0	rxn00075	Cofactor / vitamin biosynthesis	R00102	rn00760	Nicotinate and nicotinamide metabolism	3.2.2.5|3.2.2.6
rxn08104_c0	rxn08104	Transport (inter-compartmental)				
rxn05299_c0	rxn05299	Oxidative phosphorylation / ETC				
rxn06937_c0	rxn06937	Amino-acid metabolism	R05578	rn00860;rn00970;rn01110	Porphyrin and chlorophyll metabolism;Aminoacyl-tRNA biosynthesis;Biosynthesis of secondary metabolites	6.1.1.17|6.1.1.24
rxn00834_c0	rxn00834	Cofactor / vitamin biosynthesis	R01130	rn00230;rn01110	Purine metabolism;Biosynthesis of secondary metabolites	1.1.1.205
rxn30328_m0	rxn30328	Other / unassigned	R03336	rn00130;rn00350;rn01110	Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism;Biosynthesis of secondary metabolites	1.1.1.222|1.1.1.237
rxn09623_c0	rxn09623	Other / unassigned				
rxn13255_e0	rxn13255	Fatty-acid biosynthesis				
FAS160ACPm_m0		Fatty-acid biosynthesis				
3MBALDtm_c0		Transport (inter-compartmental)				
rxn01483_c0	rxn01483	Other / unassigned	R02058	rn00520;rn01110	Amino sugar and nucleotide sugar metabolism;Biosynthesis of secondary metabolites	2.3.1.4
rxn31870_c0	rxn31870	Cofactor / vitamin biosynthesis	R01224	rn00670	One carbon pool by folate	1.5.1.20
rxn13407_c0	rxn13407	Transport (inter-compartmental)				
rxn01827_c0	rxn01827	Other / unassigned	R02521	rn00130;rn00350	Ubiquinone and other terpenoid-quinone biosynthesis;Tyrosine metabolism	1.13.11.27
rxn09441_c0	rxn09441	Other / unassigned				
rxn00742_c0	rxn00742	Amino-acid metabolism	R01001	rn00260;rn00270;rn01230	Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Biosynthesis of amino acids	4.4.1.1
FORtm_c0		Transport (inter-compartmental)				
rxn13358_c0	rxn13358	Other / unassigned				
rxn09802_c0	rxn09802	Transport (inter-compartmental)				
rxn02811_c0	rxn02811	Other / unassigned	R04001	rn00290;rn01110;rn01210	Valine, leucine and isoleucine biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism	4.2.1.33
rxn00138_c0	rxn00138	Cofactor / vitamin biosynthesis	R00189	rn00760	Nicotinate and nicotinamide metabolism	6.3.1.5|6.3.5.1
rxn08441_x0	rxn08441	Other / unassigned				3.1.2.2
rxn00806_m0	rxn00806	TCA cycle	R01090	rn00280;rn00290;rn00966;rn01110;rn01210;rn01230	Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine biosynthesis;Glucosinolate biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	2.6.1.42|2.6.1.6|2.6.1.67
rxn00717_c0	rxn00717	Other / unassigned	R00974	rn00240	Pyrimidine metabolism	3.5.4.1
FAO240p_x0		Other / unassigned				
rxn08564_c0	rxn08564	Transport (inter-compartmental)				
rxn00604_r0	rxn00604	Glycolysis / gluconeogenesis	R00835			1.1.1.363|1.1.1.49
rxn09672_c0	rxn09672	Oxidative phosphorylation / ETC				
rxn09531_c0	rxn09531	Cofactor / vitamin biosynthesis				
rxn02133_c0	rxn02133	Other / unassigned	R02976	rn00600	Sphingolipid metabolism	2.7.1.91
rxn05198_c0	rxn05198	Transport (inter-compartmental)				
rxn00205_m0	rxn00205	Other / unassigned	R00274	rn00480	Glutathione metabolism	1.11.1.9
rxn09794_c0	rxn09794	Transport (inter-compartmental)				
rxn00541_c0	rxn00541	Amino-acid metabolism	R00751	rn00260;rn01110;rn01230	Glycine, serine and threonine metabolism;Biosynthesis of secondary metabolites;Biosynthesis of amino acids	4.1.2.5
rxn08677_c0	rxn08677	Transport (inter-compartmental)				
rxn09611_c0	rxn09611	Cell-wall polysaccharide	R06204			3.2.1.39
PEtm_SC_c0		Transport (inter-compartmental)				
rxn08854_c0	rxn08854	Oxidative phosphorylation / ETC				
rxn01269_c0	rxn01269	Cofactor / vitamin biosynthesis	R01730	rn00400;rn01110	Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of secondary metabolites	1.3.1.13
rxn09759_c0	rxn09759	Transport (inter-compartmental)				
rxn01069_c0	rxn01069	Amino-acid metabolism	R01466	rn00260;rn01230	Glycine, serine and threonine metabolism;Biosynthesis of amino acids	4.2.3.1|4.2.99.2
rxn13350_c0	rxn13350	Other / unassigned				
rxn06377_m0	rxn06377	Amino-acid metabolism	R03425	rn00260	Glycine, serine and threonine metabolism	1.4.4.2
rxn13315_c0	rxn13315	Transport (inter-compartmental)				
rxn09792_c0	rxn09792	Transport (inter-compartmental)				
